forest_name,species,present
Shasta-Trinity National Forest,gyrocheilus_patrobas,FALSE
Shoshone National Forest,gyrocheilus_patrobas,FALSE
Sierra National Forest,gyrocheilus_patrobas,FALSE
Siuslaw National Forest,gyrocheilus_patrobas,FALSE
Six Rivers National Forest,gyrocheilus_patrobas,FALSE
Stanislaus National Forest,gyrocheilus_patrobas,FALSE
Tahoe National Forest,gyrocheilus_patrobas,FALSE
Tonto National Forest,gyrocheilus_patrobas,FALSE
Uinta-Wasatch-Cache National Forest,gyrocheilus_patrobas,FALSE
Umatilla National Forest,gyrocheilus_patrobas,FALSE
Umpqua National Forest,gyrocheilus_patrobas,FALSE
Wallowa-Whitman National Forest,gyrocheilus_patrobas,FALSE
White River National Forest,gyrocheilus_patrobas,FALSE
Willamette National Forest,gyrocheilus_patrobas,FALSE
Angeles National Forest,libytheana_carinenta,TRUE
Apache-Sitgreaves National Forests,libytheana_carinenta,TRUE
Arapaho and Roosevelt National Forests,libytheana_carinenta,TRUE
Ashley National Forest,libytheana_carinenta,FALSE
Beaverhead-Deerlodge National Forest,libytheana_carinenta,FALSE
Bighorn National Forest,libytheana_carinenta,FALSE
Bitterroot National Forest,libytheana_carinenta,FALSE
Black Hills National Forest,libytheana_carinenta,FALSE
Boise National Forest,libytheana_carinenta,FALSE
Bridger-Teton National Forest,libytheana_carinenta,FALSE
Caribou-Targhee National Forest,libytheana_carinenta,FALSE
Carson National Forest,libytheana_carinenta,TRUE
Cibola National Forest,libytheana_carinenta,TRUE
Cleveland National Forest,libytheana_carinenta,TRUE
Coconino National Forest,libytheana_carinenta,TRUE
Columbia River Gorge National Scenic Area,libytheana_carinenta,FALSE
Colville National Forest,libytheana_carinenta,FALSE
Coronado National Forest,libytheana_carinenta,TRUE
Custer Gallatin National Forest,libytheana_carinenta,FALSE
Dakota Prairie Grasslands,libytheana_carinenta,FALSE
Deschutes National Forest,libytheana_carinenta,FALSE
Dixie National Forest,libytheana_carinenta,TRUE
Eldorado National Forest,libytheana_carinenta,FALSE
Fishlake National Forest,libytheana_carinenta,FALSE
Flathead National Forest,libytheana_carinenta,FALSE
Fremont-Winema National Forest,libytheana_carinenta,FALSE
Gifford Pinchot National Forest,libytheana_carinenta,FALSE
Gila National Forest,libytheana_carinenta,TRUE
"Grand Mesa, Uncompahgre and Gunnison National Forests",libytheana_carinenta,FALSE
Helena-Lewis and Clark National Forest,libytheana_carinenta,FALSE
Humboldt-Toiyabe National Forest,libytheana_carinenta,TRUE
Idaho Panhandle National Forests,libytheana_carinenta,FALSE
Inyo National Forest,libytheana_carinenta,FALSE
Kaibab National Forest,libytheana_carinenta,TRUE
Klamath National Forest,libytheana_carinenta,FALSE
Kootenai National Forest,libytheana_carinenta,FALSE
Lake Tahoe Basin Management Unit,libytheana_carinenta,FALSE
Lassen National Forest,libytheana_carinenta,FALSE
Lincoln National Forest,libytheana_carinenta,TRUE
Lolo National Forest,libytheana_carinenta,FALSE
Los Padres National Forest,libytheana_carinenta,FALSE
Malheur National Forest,libytheana_carinenta,FALSE
Manti-La Sal National Forest,libytheana_carinenta,FALSE
Medicine Bow-Routt National Forest,libytheana_carinenta,TRUE
Mendocino National Forest,libytheana_carinenta,FALSE
Modoc National Forest,libytheana_carinenta,FALSE
Mt. Baker-Snoqualmie National Forest,libytheana_carinenta,FALSE
Mt. Hood National Forest,libytheana_carinenta,FALSE
Nebraska National Forest,libytheana_carinenta,TRUE
Nez Perce-Clearwater National Forest,libytheana_carinenta,FALSE
Ochoco National Forest,libytheana_carinenta,FALSE
Okanogan-Wenatchee National Forest,libytheana_carinenta,FALSE
Olympic National Forest,libytheana_carinenta,FALSE
Payette National Forest,libytheana_carinenta,FALSE
Pike and San Isabel National Forests,libytheana_carinenta,TRUE
Plumas National Forest,libytheana_carinenta,FALSE
Prescott National Forest,libytheana_carinenta,TRUE
Rio Grande National Forest,libytheana_carinenta,FALSE
Rogue River-Siskiyou National Forests,libytheana_carinenta,FALSE
Salmon-Challis National Forest,libytheana_carinenta,FALSE
San Bernardino National Forest,libytheana_carinenta,TRUE
San Juan National Forest,libytheana_carinenta,FALSE
Santa Fe National Forest,libytheana_carinenta,TRUE
Sawtooth National Forest,libytheana_carinenta,FALSE
Sequoia National Forest,libytheana_carinenta,FALSE
Shasta-Trinity National Forest,libytheana_carinenta,FALSE
Shoshone National Forest,libytheana_carinenta,FALSE
Sierra National Forest,libytheana_carinenta,FALSE
Siuslaw National Forest,libytheana_carinenta,FALSE
Six Rivers National Forest,libytheana_carinenta,FALSE
Stanislaus National Forest,libytheana_carinenta,FALSE
Tahoe National Forest,libytheana_carinenta,FALSE
Tonto National Forest,libytheana_carinenta,TRUE
Uinta-Wasatch-Cache National Forest,libytheana_carinenta,FALSE
Umatilla National Forest,libytheana_carinenta,FALSE
Umpqua National Forest,libytheana_carinenta,FALSE
Wallowa-Whitman National Forest,libytheana_carinenta,FALSE
White River National Forest,libytheana_carinenta,FALSE
Willamette National Forest,libytheana_carinenta,FALSE
Angeles National Forest,lycaena_heteronea,FALSE
Apache-Sitgreaves National Forests,lycaena_heteronea,FALSE
Arapaho and Roosevelt National Forests,lycaena_heteronea,TRUE
Ashley National Forest,lycaena_heteronea,TRUE
Beaverhead-Deerlodge National Forest,lycaena_heteronea,TRUE
Bighorn National Forest,lycaena_heteronea,TRUE
Bitterroot National Forest,lycaena_heteronea,TRUE
Black Hills National Forest,lycaena_heteronea,FALSE
Boise National Forest,lycaena_heteronea,TRUE
Bridger-Teton National Forest,lycaena_heteronea,TRUE
Caribou-Targhee National Forest,lycaena_heteronea,TRUE
Carson National Forest,lycaena_heteronea,TRUE
Cibola National Forest,lycaena_heteronea,TRUE
Cleveland National Forest,lycaena_heteronea,FALSE
Coconino National Forest,lycaena_heteronea,TRUE
Columbia River Gorge National Scenic Area,lycaena_heteronea,TRUE
Colville National Forest,lycaena_heteronea,TRUE
Coronado National Forest,lycaena_heteronea,FALSE
Custer Gallatin National Forest,lycaena_heteronea,TRUE
Dakota Prairie Grasslands,lycaena_heteronea,FALSE
Deschutes National Forest,lycaena_heteronea,TRUE
Dixie National Forest,lycaena_heteronea,TRUE
Eldorado National Forest,lycaena_heteronea,TRUE
Fishlake National Forest,lycaena_heteronea,TRUE
Flathead National Forest,lycaena_heteronea,TRUE
Fremont-Winema National Forest,lycaena_heteronea,TRUE
Gifford Pinchot National Forest,lycaena_heteronea,TRUE
Gila National Forest,lycaena_heteronea,FALSE
"Grand Mesa, Uncompahgre and Gunnison National Forests",lycaena_heteronea,TRUE
Helena-Lewis and Clark National Forest,lycaena_heteronea,TRUE
Humboldt-Toiyabe National Forest,lycaena_heteronea,TRUE
Idaho Panhandle National Forests,lycaena_heteronea,TRUE
Inyo National Forest,lycaena_heteronea,TRUE
Kaibab National Forest,lycaena_heteronea,TRUE
Klamath National Forest,lycaena_heteronea,TRUE
Kootenai National Forest,lycaena_heteronea,TRUE
Lake Tahoe Basin Management Unit,lycaena_heteronea,TRUE
Lassen National Forest,lycaena_heteronea,TRUE
Lincoln National Forest,lycaena_heteronea,FALSE
Lolo National Forest,lycaena_heteronea,TRUE
Los Padres National Forest,lycaena_heteronea,TRUE
Malheur National Forest,lycaena_heteronea,TRUE
Manti-La Sal National Forest,lycaena_heteronea,TRUE
Medicine Bow-Routt National Forest,lycaena_heteronea,TRUE
Mendocino National Forest,lycaena_heteronea,TRUE
Modoc National Forest,lycaena_heteronea,TRUE
Mt. Baker-Snoqualmie National Forest,lycaena_heteronea,TRUE
Mt. Hood National Forest,lycaena_heteronea,TRUE
Nebraska National Forest,lycaena_heteronea,FALSE
Nez Perce-Clearwater National Forest,lycaena_heteronea,TRUE
Ochoco National Forest,lycaena_heteronea,TRUE
Okanogan-Wenatchee National Forest,lycaena_heteronea,TRUE
Olympic National Forest,lycaena_heteronea,TRUE
Payette National Forest,lycaena_heteronea,TRUE
Pike and San Isabel National Forests,lycaena_heteronea,TRUE
Plumas National Forest,lycaena_heteronea,TRUE
Prescott National Forest,lycaena_heteronea,TRUE
Rio Grande National Forest,lycaena_heteronea,TRUE
Rogue River-Siskiyou National Forests,lycaena_heteronea,TRUE
Salmon-Challis National Forest,lycaena_heteronea,TRUE
San Bernardino National Forest,lycaena_heteronea,FALSE
San Juan National Forest,lycaena_heteronea,TRUE
Santa Fe National Forest,lycaena_heteronea,TRUE
Sawtooth National Forest,lycaena_heteronea,TRUE
Sequoia National Forest,lycaena_heteronea,TRUE
Shasta-Trinity National Forest,lycaena_heteronea,TRUE
Shoshone National Forest,lycaena_heteronea,TRUE
Sierra National Forest,lycaena_heteronea,TRUE
Siuslaw National Forest,lycaena_heteronea,TRUE
Six Rivers National Forest,lycaena_heteronea,TRUE
Stanislaus National Forest,lycaena_heteronea,TRUE
Tahoe National Forest,lycaena_heteronea,TRUE
Tonto National Forest,lycaena_heteronea,FALSE
Uinta-Wasatch-Cache National Forest,lycaena_heteronea,TRUE
Umatilla National Forest,lycaena_heteronea,TRUE
Umpqua National Forest,lycaena_heteronea,TRUE
Wallowa-Whitman National Forest,lycaena_heteronea,TRUE
White River National Forest,lycaena_heteronea,TRUE
Willamette National Forest,lycaena_heteronea,TRUE
Angeles National Forest,lycaena_mariposa,FALSE
Apache-Sitgreaves National Forests,lycaena_mariposa,FALSE
Arapaho and Roosevelt National Forests,lycaena_mariposa,TRUE
Ashley National Forest,lycaena_mariposa,TRUE
Beaverhead-Deerlodge National Forest,lycaena_mariposa,TRUE
Bighorn National Forest,lycaena_mariposa,TRUE
Bitterroot National Forest,lycaena_mariposa,TRUE
Black Hills National Forest,lycaena_mariposa,FALSE
Boise National Forest,lycaena_mariposa,TRUE
Bridger-Teton National Forest,lycaena_mariposa,TRUE
Caribou-Targhee National Forest,lycaena_mariposa,TRUE
Carson National Forest,lycaena_mariposa,TRUE
Cibola National Forest,lycaena_mariposa,TRUE
Cleveland National Forest,lycaena_mariposa,FALSE
Coconino National Forest,lycaena_mariposa,FALSE
Columbia River Gorge National Scenic Area,lycaena_mariposa,TRUE
Colville National Forest,lycaena_mariposa,TRUE
Coronado National Forest,lycaena_mariposa,FALSE
Custer Gallatin National Forest,lycaena_mariposa,TRUE
Dakota Prairie Grasslands,lycaena_mariposa,FALSE
Deschutes National Forest,lycaena_mariposa,TRUE
Dixie National Forest,lycaena_mariposa,FALSE
Eldorado National Forest,lycaena_mariposa,TRUE
Fishlake National Forest,lycaena_mariposa,FALSE
Flathead National Forest,lycaena_mariposa,TRUE
Fremont-Winema National Forest,lycaena_mariposa,TRUE
Gifford Pinchot National Forest,lycaena_mariposa,TRUE
Gila National Forest,lycaena_mariposa,FALSE
"Grand Mesa, Uncompahgre and Gunnison National Forests",lycaena_mariposa,TRUE
Helena-Lewis and Clark National Forest,lycaena_mariposa,TRUE
Humboldt-Toiyabe National Forest,lycaena_mariposa,TRUE
Idaho Panhandle National Forests,lycaena_mariposa,TRUE
Inyo National Forest,lycaena_mariposa,TRUE
Kaibab National Forest,lycaena_mariposa,FALSE
Klamath National Forest,lycaena_mariposa,TRUE
Kootenai National Forest,lycaena_mariposa,TRUE
Lake Tahoe Basin Management Unit,lycaena_mariposa,TRUE
Lassen National Forest,lycaena_mariposa,TRUE
Lincoln National Forest,lycaena_mariposa,FALSE
Lolo National Forest,lycaena_mariposa,TRUE
Los Padres National Forest,lycaena_mariposa,FALSE
Malheur National Forest,lycaena_mariposa,TRUE
Manti-La Sal National Forest,lycaena_mariposa,TRUE
Medicine Bow-Routt National Forest,lycaena_mariposa,TRUE
Mendocino National Forest,lycaena_mariposa,TRUE
Modoc National Forest,lycaena_mariposa,TRUE
Mt. Baker-Snoqualmie National Forest,lycaena_mariposa,TRUE
Mt. Hood National Forest,lycaena_mariposa,TRUE
Nebraska National Forest,lycaena_mariposa,FALSE
Nez Perce-Clearwater National Forest,lycaena_mariposa,TRUE
Ochoco National Forest,lycaena_mariposa,TRUE
Okanogan-Wenatchee National Forest,lycaena_mariposa,TRUE
Olympic National Forest,lycaena_mariposa,TRUE
Payette National Forest,lycaena_mariposa,TRUE
Pike and San Isabel National Forests,lycaena_mariposa,TRUE
Plumas National Forest,lycaena_mariposa,TRUE
Prescott National Forest,lycaena_mariposa,FALSE
Rio Grande National Forest,lycaena_mariposa,TRUE
Rogue River-Siskiyou National Forests,lycaena_mariposa,TRUE
Salmon-Challis National Forest,lycaena_mariposa,TRUE
San Bernardino National Forest,lycaena_mariposa,FALSE
San Juan National Forest,lycaena_mariposa,TRUE
Santa Fe National Forest,lycaena_mariposa,TRUE
Sawtooth National Forest,lycaena_mariposa,TRUE
Sequoia National Forest,lycaena_mariposa,TRUE
Shasta-Trinity National Forest,lycaena_mariposa,TRUE
Shoshone National Forest,lycaena_mariposa,TRUE
Sierra National Forest,lycaena_mariposa,TRUE
Siuslaw National Forest,lycaena_mariposa,TRUE
Six Rivers National Forest,lycaena_mariposa,TRUE
Stanislaus National Forest,lycaena_mariposa,TRUE
Tahoe National Forest,lycaena_mariposa,TRUE
Tonto National Forest,lycaena_mariposa,FALSE
Uinta-Wasatch-Cache National Forest,lycaena_mariposa,TRUE
Umatilla National Forest,lycaena_mariposa,TRUE
Umpqua National Forest,lycaena_mariposa,TRUE
Wallowa-Whitman National Forest,lycaena_mariposa,TRUE
White River National Forest,lycaena_mariposa,TRUE
Willamette National Forest,lycaena_mariposa,TRUE
Angeles National Forest,ochlodes_sylvanoides,TRUE
Apache-Sitgreaves National Forests,ochlodes_sylvanoides,TRUE
Arapaho and Roosevelt National Forests,ochlodes_sylvanoides,TRUE
Ashley National Forest,ochlodes_sylvanoides,FALSE
Beaverhead-Deerlodge National Forest,ochlodes_sylvanoides,TRUE
Bighorn National Forest,ochlodes_sylvanoides,FALSE
Bitterroot National Forest,ochlodes_sylvanoides,TRUE
Black Hills National Forest,ochlodes_sylvanoides,FALSE
Boise National Forest,ochlodes_sylvanoides,TRUE
Bridger-Teton National Forest,ochlodes_sylvanoides,TRUE
Caribou-Targhee National Forest,ochlodes_sylvanoides,TRUE
Carson National Forest,ochlodes_sylvanoides,TRUE
Cibola National Forest,ochlodes_sylvanoides,TRUE
Cleveland National Forest,ochlodes_sylvanoides,TRUE
Coconino National Forest,ochlodes_sylvanoides,FALSE
Columbia River Gorge National Scenic Area,ochlodes_sylvanoides,TRUE
Colville National Forest,ochlodes_sylvanoides,TRUE
Coronado National Forest,ochlodes_sylvanoides,TRUE
Custer Gallatin National Forest,ochlodes_sylvanoides,TRUE
Dakota Prairie Grasslands,ochlodes_sylvanoides,FALSE
Deschutes National Forest,ochlodes_sylvanoides,TRUE
Dixie National Forest,ochlodes_sylvanoides,FALSE
Eldorado National Forest,ochlodes_sylvanoides,TRUE
Fishlake National Forest,ochlodes_sylvanoides,FALSE
Flathead National Forest,ochlodes_sylvanoides,TRUE
Fremont-Winema National Forest,ochlodes_sylvanoides,TRUE
Gifford Pinchot National Forest,ochlodes_sylvanoides,TRUE
Gila National Forest,ochlodes_sylvanoides,FALSE
"Grand Mesa, Uncompahgre and Gunnison National Forests",ochlodes_sylvanoides,TRUE
Helena-Lewis and Clark National Forest,ochlodes_sylvanoides,TRUE
Humboldt-Toiyabe National Forest,ochlodes_sylvanoides,TRUE
Idaho Panhandle National Forests,ochlodes_sylvanoides,TRUE
Inyo National Forest,ochlodes_sylvanoides,TRUE
Kaibab National Forest,ochlodes_sylvanoides,FALSE
Klamath National Forest,ochlodes_sylvanoides,TRUE
Kootenai National Forest,ochlodes_sylvanoides,TRUE
Lake Tahoe Basin Management Unit,ochlodes_sylvanoides,TRUE
Lassen National Forest,ochlodes_sylvanoides,TRUE
Lincoln National Forest,ochlodes_sylvanoides,FALSE
Lolo National Forest,ochlodes_sylvanoides,TRUE
Los Padres National Forest,ochlodes_sylvanoides,TRUE
Malheur National Forest,ochlodes_sylvanoides,TRUE
Manti-La Sal National Forest,ochlodes_sylvanoides,TRUE
Medicine Bow-Routt National Forest,ochlodes_sylvanoides,TRUE
Mendocino National Forest,ochlodes_sylvanoides,TRUE
Modoc National Forest,ochlodes_sylvanoides,TRUE
Mt. Baker-Snoqualmie National Forest,ochlodes_sylvanoides,TRUE
Mt. Hood National Forest,ochlodes_sylvanoides,TRUE
Nebraska National Forest,ochlodes_sylvanoides,FALSE
Nez Perce-Clearwater National Forest,ochlodes_sylvanoides,TRUE
Ochoco National Forest,ochlodes_sylvanoides,TRUE
Okanogan-Wenatchee National Forest,ochlodes_sylvanoides,TRUE
Olympic National Forest,ochlodes_sylvanoides,TRUE
Payette National Forest,ochlodes_sylvanoides,TRUE
Pike and San Isabel National Forests,ochlodes_sylvanoides,TRUE
Plumas National Forest,ochlodes_sylvanoides,TRUE
Prescott National Forest,ochlodes_sylvanoides,FALSE
Rio Grande National Forest,ochlodes_sylvanoides,TRUE
Rogue River-Siskiyou National Forests,ochlodes_sylvanoides,TRUE
Salmon-Challis National Forest,ochlodes_sylvanoides,TRUE
San Bernardino National Forest,ochlodes_sylvanoides,TRUE
San Juan National Forest,ochlodes_sylvanoides,TRUE
Santa Fe National Forest,ochlodes_sylvanoides,TRUE
Sawtooth National Forest,ochlodes_sylvanoides,TRUE
Sequoia National Forest,ochlodes_sylvanoides,TRUE
Shasta-Trinity National Forest,ochlodes_sylvanoides,TRUE
Shoshone National Forest,ochlodes_sylvanoides,TRUE
Sierra National Forest,ochlodes_sylvanoides,TRUE
Siuslaw National Forest,ochlodes_sylvanoides,TRUE
Six Rivers National Forest,ochlodes_sylvanoides,TRUE
Stanislaus National Forest,ochlodes_sylvanoides,TRUE
Tahoe National Forest,ochlodes_sylvanoides,TRUE
Tonto National Forest,ochlodes_sylvanoides,TRUE
Uinta-Wasatch-Cache National Forest,ochlodes_sylvanoides,TRUE
Umatilla National Forest,ochlodes_sylvanoides,TRUE
Umpqua National Forest,ochlodes_sylvanoides,TRUE
Wallowa-Whitman National Forest,ochlodes_sylvanoides,TRUE
White River National Forest,ochlodes_sylvanoides,TRUE
Willamette National Forest,ochlodes_sylvanoides,TRUE
Angeles National Forest,plebejus_anna,TRUE
Apache-Sitgreaves National Forests,plebejus_anna,FALSE
Arapaho and Roosevelt National Forests,plebejus_anna,FALSE
Ashley National Forest,plebejus_anna,FALSE
Beaverhead-Deerlodge National Forest,plebejus_anna,FALSE
Bighorn National Forest,plebejus_anna,FALSE
Bitterroot National Forest,plebejus_anna,FALSE
Black Hills National Forest,plebejus_anna,FALSE
Boise National Forest,plebejus_anna,FALSE
Bridger-Teton National Forest,plebejus_anna,FALSE
Caribou-Targhee National Forest,plebejus_anna,FALSE
Carson National Forest,plebejus_anna,FALSE
Cibola National Forest,plebejus_anna,FALSE
Cleveland National Forest,plebejus_anna,FALSE
Coconino National Forest,plebejus_anna,FALSE
Columbia River Gorge National Scenic Area,plebejus_anna,TRUE
Colville National Forest,plebejus_anna,FALSE
Coronado National Forest,plebejus_anna,FALSE
Custer Gallatin National Forest,plebejus_anna,FALSE
Dakota Prairie Grasslands,plebejus_anna,FALSE
Deschutes National Forest,plebejus_anna,TRUE
Dixie National Forest,plebejus_anna,FALSE
Eldorado National Forest,plebejus_anna,TRUE
Fishlake National Forest,plebejus_anna,FALSE
Flathead National Forest,plebejus_anna,FALSE
Fremont-Winema National Forest,plebejus_anna,TRUE
Gifford Pinchot National Forest,plebejus_anna,TRUE
Gila National Forest,plebejus_anna,FALSE
"Grand Mesa, Uncompahgre and Gunnison National Forests",plebejus_anna,FALSE
Helena-Lewis and Clark National Forest,plebejus_anna,FALSE
Humboldt-Toiyabe National Forest,plebejus_anna,TRUE
Idaho Panhandle National Forests,plebejus_anna,FALSE
Inyo National Forest,plebejus_anna,TRUE
Kaibab National Forest,plebejus_anna,FALSE
Klamath National Forest,plebejus_anna,TRUE
Kootenai National Forest,plebejus_anna,FALSE
Lake Tahoe Basin Management Unit,plebejus_anna,TRUE
Lassen National Forest,plebejus_anna,TRUE
Lincoln National Forest,plebejus_anna,FALSE
Lolo National Forest,plebejus_anna,FALSE
Los Padres National Forest,plebejus_anna,TRUE
Malheur National Forest,plebejus_anna,FALSE
Manti-La Sal National Forest,plebejus_anna,FALSE
Medicine Bow-Routt National Forest,plebejus_anna,FALSE
Mendocino National Forest,plebejus_anna,TRUE
Modoc National Forest,plebejus_anna,FALSE
Mt. Baker-Snoqualmie National Forest,plebejus_anna,TRUE
Mt. Hood National Forest,plebejus_anna,TRUE
Nebraska National Forest,plebejus_anna,FALSE
Nez Perce-Clearwater National Forest,plebejus_anna,FALSE
Ochoco National Forest,plebejus_anna,FALSE
Okanogan-Wenatchee National Forest,plebejus_anna,TRUE
Olympic National Forest,plebejus_anna,TRUE
Payette National Forest,plebejus_anna,FALSE
Pike and San Isabel National Forests,plebejus_anna,FALSE
Plumas National Forest,plebejus_anna,TRUE
Prescott National Forest,plebejus_anna,FALSE
Rio Grande National Forest,plebejus_anna,FALSE
Rogue River-Siskiyou National Forests,plebejus_anna,TRUE
Salmon-Challis National Forest,plebejus_anna,FALSE
San Bernardino National Forest,plebejus_anna,TRUE
San Juan National Forest,plebejus_anna,FALSE
Santa Fe National Forest,plebejus_anna,FALSE
Sawtooth National Forest,plebejus_anna,FALSE
Sequoia National Forest,plebejus_anna,TRUE
Shasta-Trinity National Forest,plebejus_anna,TRUE
Shoshone National Forest,plebejus_anna,FALSE
Sierra National Forest,plebejus_anna,TRUE
Siuslaw National Forest,plebejus_anna,TRUE
Six Rivers National Forest,plebejus_anna,TRUE
Stanislaus National Forest,plebejus_anna,TRUE
Tahoe National Forest,plebejus_anna,TRUE
Tonto National Forest,plebejus_anna,FALSE
Uinta-Wasatch-Cache National Forest,plebejus_anna,FALSE
Umatilla National Forest,plebejus_anna,FALSE
Umpqua National Forest,plebejus_anna,TRUE
Wallowa-Whitman National Forest,plebejus_anna,FALSE
White River National Forest,plebejus_anna,FALSE
Willamette National Forest,plebejus_anna,TRUE
Angeles National Forest,polygonia_gracilis,TRUE
Apache-Sitgreaves National Forests,polygonia_gracilis,TRUE
Arapaho and Roosevelt National Forests,polygonia_gracilis,TRUE
Ashley National Forest,polygonia_gracilis,TRUE
Beaverhead-Deerlodge National Forest,polygonia_gracilis,TRUE
Bighorn National Forest,polygonia_gracilis,TRUE
Bitterroot National Forest,polygonia_gracilis,TRUE
Black Hills National Forest,polygonia_gracilis,TRUE
Boise National Forest,polygonia_gracilis,TRUE
Bridger-Teton National Forest,polygonia_gracilis,TRUE
Caribou-Targhee National Forest,polygonia_gracilis,TRUE
Carson National Forest,polygonia_gracilis,TRUE
Cibola National Forest,polygonia_gracilis,TRUE
Cleveland National Forest,polygonia_gracilis,TRUE
Coconino National Forest,polygonia_gracilis,TRUE
Columbia River Gorge National Scenic Area,polygonia_gracilis,TRUE
Colville National Forest,polygonia_gracilis,TRUE
Coronado National Forest,polygonia_gracilis,TRUE
Custer Gallatin National Forest,polygonia_gracilis,TRUE
Dakota Prairie Grasslands,polygonia_gracilis,FALSE
Deschutes National Forest,polygonia_gracilis,TRUE
Dixie National Forest,polygonia_gracilis,TRUE
Eldorado National Forest,polygonia_gracilis,TRUE
Fishlake National Forest,polygonia_gracilis,TRUE
Flathead National Forest,polygonia_gracilis,TRUE
Fremont-Winema National Forest,polygonia_gracilis,TRUE
Gifford Pinchot National Forest,polygonia_gracilis,TRUE
Gila National Forest,polygonia_gracilis,TRUE
"Grand Mesa, Uncompahgre and Gunnison National Forests",polygonia_gracilis,TRUE
Helena-Lewis and Clark National Forest,polygonia_gracilis,TRUE
Humboldt-Toiyabe National Forest,polygonia_gracilis,TRUE
Idaho Panhandle National Forests,polygonia_gracilis,TRUE
Inyo National Forest,polygonia_gracilis,TRUE
Kaibab National Forest,polygonia_gracilis,TRUE
Klamath National Forest,polygonia_gracilis,TRUE
Kootenai National Forest,polygonia_gracilis,TRUE
Lake Tahoe Basin Management Unit,polygonia_gracilis,TRUE
Lassen National Forest,polygonia_gracilis,TRUE
Lincoln National Forest,polygonia_gracilis,TRUE
Lolo National Forest,polygonia_gracilis,TRUE
Los Padres National Forest,polygonia_gracilis,TRUE
Malheur National Forest,polygonia_gracilis,TRUE
Manti-La Sal National Forest,polygonia_gracilis,TRUE
Medicine Bow-Routt National Forest,polygonia_gracilis,TRUE
Mendocino National Forest,polygonia_gracilis,FALSE
Modoc National Forest,polygonia_gracilis,TRUE
Mt. Baker-Snoqualmie National Forest,polygonia_gracilis,TRUE
Mt. Hood National Forest,polygonia_gracilis,TRUE
Nebraska National Forest,polygonia_gracilis,TRUE
Nez Perce-Clearwater National Forest,polygonia_gracilis,TRUE
Ochoco National Forest,polygonia_gracilis,TRUE
Okanogan-Wenatchee National Forest,polygonia_gracilis,TRUE
Olympic National Forest,polygonia_gracilis,TRUE
Payette National Forest,polygonia_gracilis,TRUE
Pike and San Isabel National Forests,polygonia_gracilis,TRUE
Plumas National Forest,polygonia_gracilis,TRUE
Prescott National Forest,polygonia_gracilis,TRUE
Rio Grande National Forest,polygonia_gracilis,TRUE
Rogue River-Siskiyou National Forests,polygonia_gracilis,TRUE
Salmon-Challis National Forest,polygonia_gracilis,TRUE
San Bernardino National Forest,polygonia_gracilis,TRUE
San Juan National Forest,polygonia_gracilis,TRUE
Santa Fe National Forest,polygonia_gracilis,TRUE
Sawtooth National Forest,polygonia_gracilis,TRUE
Sequoia National Forest,polygonia_gracilis,TRUE
Shasta-Trinity National Forest,polygonia_gracilis,TRUE
Shoshone National Forest,polygonia_gracilis,TRUE
Sierra National Forest,polygonia_gracilis,TRUE
Siuslaw National Forest,polygonia_gracilis,TRUE
Six Rivers National Forest,polygonia_gracilis,TRUE
Stanislaus National Forest,polygonia_gracilis,TRUE
Tahoe National Forest,polygonia_gracilis,TRUE
Tonto National Forest,polygonia_gracilis,TRUE
Uinta-Wasatch-Cache National Forest,polygonia_gracilis,TRUE
Umatilla National Forest,polygonia_gracilis,TRUE
Umpqua National Forest,polygonia_gracilis,TRUE
Wallowa-Whitman National Forest,polygonia_gracilis,TRUE
White River National Forest,polygonia_gracilis,TRUE
Willamette National Forest,polygonia_gracilis,TRUE
Angeles National Forest,speyeria_cybele,TRUE
Apache-Sitgreaves National Forests,speyeria_cybele,TRUE
Arapaho and Roosevelt National Forests,speyeria_cybele,TRUE
Ashley National Forest,speyeria_cybele,TRUE
Beaverhead-Deerlodge National Forest,speyeria_cybele,TRUE
Bighorn National Forest,speyeria_cybele,TRUE
Bitterroot National Forest,speyeria_cybele,TRUE
Black Hills National Forest,speyeria_cybele,TRUE
Boise National Forest,speyeria_cybele,TRUE
Bridger-Teton National Forest,speyeria_cybele,TRUE
Caribou-Targhee National Forest,speyeria_cybele,TRUE
Carson National Forest,speyeria_cybele,TRUE
Cibola National Forest,speyeria_cybele,TRUE
Cleveland National Forest,speyeria_cybele,TRUE
Coconino National Forest,speyeria_cybele,TRUE
Columbia River Gorge National Scenic Area,speyeria_cybele,TRUE
Colville National Forest,speyeria_cybele,TRUE
Coronado National Forest,speyeria_cybele,TRUE
Custer Gallatin National Forest,speyeria_cybele,TRUE
Dakota Prairie Grasslands,speyeria_cybele,FALSE
Deschutes National Forest,speyeria_cybele,TRUE
Dixie National Forest,speyeria_cybele,TRUE
Eldorado National Forest,speyeria_cybele,TRUE
Fishlake National Forest,speyeria_cybele,TRUE
Flathead National Forest,speyeria_cybele,TRUE
Fremont-Winema National Forest,speyeria_cybele,TRUE
Gifford Pinchot National Forest,speyeria_cybele,TRUE
Gila National Forest,speyeria_cybele,TRUE
"Grand Mesa, Uncompahgre and Gunnison National Forests",speyeria_cybele,TRUE
Helena-Lewis and Clark National Forest,speyeria_cybele,TRUE
Humboldt-Toiyabe National Forest,speyeria_cybele,TRUE
Idaho Panhandle National Forests,speyeria_cybele,TRUE
